Data,Temperatura
2016/04/16 11:19:21,20.81
2016/04/16 11:19:26,20.88
2016/04/16 11:19:30,20.81
2016/04/16 11:19:38,20.88
2016/04/16 11:20:10,20.81
2016/04/16 11:20:47,20.75
2016/04/16 11:20:51,20.81
2016/04/16 11:21:00,20.75
2016/04/16 11:21:07,20.81
2016/04/16 11:21:12,20.75
2016/04/16 11:21:25,20.81
2016/04/16 11:21:28,20.75
2016/04/16 11:22:47,20.69
2016/04/16 11:22:54,20.75
2016/04/16 11:23:00,20.69
2016/04/16 11:23:21,20.75
2016/04/16 11:23:24,20.69
2016/04/16 11:24:47,20.63
2016/04/16 11:24:52,20.69
2016/04/16 11:24:58,20.63
2016/04/16 11:25:03,20.69
2016/04/16 11:25:11,20.63
2016/04/16 11:25:18,20.69
2016/04/16 11:25:32,20.63
2016/04/16 11:25:39,20.69
2016/04/16 11:25:47,20.63
2016/04/16 11:25:57,20.69
2016/04/16 11:26:00,20.63
2016/04/16 11:26:11,20.69
2016/04/16 11:26:15,20.63
2016/04/16 11:26:21,20.69
2016/04/16 11:26:24,20.63
2016/04/16 11:29:09,20.56
2016/04/16 11:29:13,20.63
2016/04/16 11:29:35,20.56
2016/04/16 11:29:39,20.63
2016/04/16 11:29:50,20.56
2016/04/16 11:29:58,20.63
2016/04/16 11:30:01,20.56
2016/04/16 11:30:16,20.63
2016/04/16 11:30:24,20.56
2016/04/16 11:30:43,20.63
2016/04/16 11:30:48,20.56
2016/04/16 11:30:53,20.63
2016/04/16 11:30:58,20.56
2016/04/16 11:31:06,20.63
2016/04/16 11:31:11,20.56
2016/04/16 11:31:42,20.63
2016/04/16 11:31:45,20.56
2016/04/16 11:32:11,20.63
2016/04/16 11:32:14,20.56
2016/04/16 11:32:45,20.63
2016/04/16 11:32:48,20.56
2016/04/16 11:32:56,20.63
2016/04/16 11:33:00,20.56
2016/04/16 11:33:21,20.63
2016/04/16 11:33:24,20.56
2016/04/16 11:36:20,20.50
2016/04/16 11:36:24,20.56
2016/04/16 11:36:40,20.50
2016/04/16 11:36:43,20.56
2016/04/16 11:36:56,20.50
2016/04/16 11:37:01,20.56
2016/04/16 11:37:07,20.50
2016/04/16 11:37:11,20.56
2016/04/16 11:37:30,20.50
2016/04/16 11:37:35,20.56
2016/04/16 11:37:59,20.50
2016/04/16 11:38:07,20.56
2016/04/16 11:38:22,20.50
2016/04/16 11:38:25,20.56
2016/04/16 11:38:36,20.50
2016/04/16 11:38:40,20.56
2016/04/16 11:38:46,20.50
2016/04/16 11:38:51,20.56
2016/04/16 11:39:01,20.50
2016/04/16 11:39:07,20.56
2016/04/16 11:39:12,20.50
2016/04/16 11:39:17,20.56
2016/04/16 11:39:20,20.50
2016/04/16 11:39:28,20.56
2016/04/16 11:39:32,20.50
2016/04/16 11:39:48,20.56
2016/04/16 11:39:54,20.50
2016/04/16 11:40:03,20.56
2016/04/16 11:40:11,20.50
2016/04/16 11:40:14,20.56
2016/04/16 11:40:19,20.50
2016/04/16 11:40:24,20.56
2016/04/16 11:40:27,20.50
2016/04/16 11:40:45,20.56
2016/04/16 11:40:48,20.50
2016/04/16 11:40:58,20.56
2016/04/16 11:41:01,20.50
2016/04/16 11:41:11,20.56
2016/04/16 11:41:16,20.50
2016/04/16 11:41:29,20.56
2016/04/16 11:41:32,20.50
2016/04/16 11:42:07,20.56
2016/04/16 11:42:11,20.50
2016/04/16 11:42:38,20.56
2016/04/16 11:42:42,20.50
2016/04/16 11:43:03,20.56
2016/04/16 11:43:06,20.50
2016/04/16 11:43:25,20.56
2016/04/16 11:43:29,20.50
2016/04/16 11:43:50,20.56
2016/04/16 11:43:54,20.50
2016/04/16 11:45:19,20.56
2016/04/16 11:45:22,20.50
2016/04/16 11:49:19,20.56
2016/04/16 11:49:23,20.50
2016/04/16 11:49:36,20.56
2016/04/16 11:49:39,20.50
2016/04/16 11:49:58,20.56
2016/04/16 11:50:07,20.50
2016/04/16 11:50:13,20.56
2016/04/16 11:50:18,20.50
2016/04/16 11:50:32,20.56
2016/04/16 11:50:37,20.50
2016/04/16 11:50:47,20.56
2016/04/16 11:50:52,20.50
2016/04/16 11:51:00,20.56
2016/04/16 11:51:03,20.50
2016/04/16 11:51:10,20.56
2016/04/16 11:51:13,20.50
2016/04/16 11:51:18,20.56
2016/04/16 11:51:21,20.50
2016/04/16 11:51:34,20.56
2016/04/16 11:51:38,20.50
2016/04/16 11:51:47,20.56
2016/04/16 11:51:51,20.50
2016/04/16 11:51:59,20.56
2016/04/16 11:52:04,20.50
2016/04/16 11:52:12,20.56
2016/04/16 11:52:15,20.50
2016/04/16 11:53:00,20.56
2016/04/16 11:53:05,20.50
2016/04/16 11:53:18,20.56
2016/04/16 11:53:25,20.50
2016/04/16 11:53:28,20.56
2016/04/16 11:53:34,20.50
2016/04/16 11:53:41,20.56
2016/04/16 11:54:00,20.50
2016/04/16 11:54:04,20.56
2016/04/16 11:54:12,20.50
2016/04/16 11:54:15,20.56
2016/04/16 11:54:42,20.50
2016/04/16 11:54:46,20.56
2016/04/16 11:54:57,20.50
2016/04/16 11:55:00,20.56
2016/04/16 11:55:17,20.50
2016/04/16 11:55:21,20.56
2016/04/16 11:55:31,20.50
2016/04/16 11:55:34,20.56
2016/04/16 11:55:39,20.50
2016/04/16 11:55:44,20.56
2016/04/16 11:55:54,20.50
2016/04/16 11:56:02,20.56
2016/04/16 11:56:05,20.50
2016/04/16 11:56:13,20.56
2016/04/16 11:56:22,20.50
2016/04/16 11:56:26,20.56
2016/04/16 11:56:33,20.50
2016/04/16 11:56:38,20.56
2016/04/16 11:56:43,20.50
2016/04/16 11:56:46,20.56
2016/04/16 11:56:52,20.50
2016/04/16 11:56:57,20.56
2016/04/16 11:57:05,20.50
2016/04/16 11:57:09,20.56
2016/04/16 11:57:22,20.50
2016/04/16 11:57:28,20.56
2016/04/16 11:57:33,20.50
2016/04/16 11:57:36,20.56
2016/04/16 11:57:40,20.50
2016/04/16 11:57:48,20.56
2016/04/16 11:57:59,20.50
2016/04/16 11:58:07,20.56
2016/04/16 11:58:15,20.50
2016/04/16 11:58:27,20.56
2016/04/16 11:58:32,20.50
2016/04/16 11:58:35,20.56
2016/04/16 11:58:38,20.50
2016/04/16 11:58:41,20.56
2016/04/16 11:58:49,20.50
2016/04/16 11:58:56,20.56
2016/04/16 11:59:12,20.50
2016/04/16 11:59:15,20.56
2016/04/16 11:59:19,20.50
2016/04/16 11:59:24,20.56
2016/04/16 11:59:28,20.50
2016/04/16 11:59:33,20.56
2016/04/16 11:59:37,20.50
2016/04/16 11:59:48,20.56
2016/04/16 11:59:53,20.50
2016/04/16 12:00:11,20.56
2016/04/16 12:00:17,20.50
2016/04/16 12:00:29,20.56
2016/04/16 12:00:37,20.50
2016/04/16 12:00:50,20.56
2016/04/16 12:00:54,20.50
2016/04/16 12:01:04,20.56
2016/04/16 12:01:07,20.50
2016/04/16 12:01:19,20.56
2016/04/16 12:01:22,20.50
2016/04/16 12:01:30,20.56
2016/04/16 12:01:35,20.50
2016/04/16 12:01:45,20.56
2016/04/16 12:01:49,20.50
2016/04/16 12:01:57,20.56
2016/04/16 12:02:01,20.50
2016/04/16 12:02:10,20.56
2016/04/16 12:02:14,20.50
2016/04/16 12:02:18,20.56
2016/04/16 12:02:22,20.50
2016/04/16 12:02:28,20.56
2016/04/16 12:02:36,20.50
2016/04/16 12:02:40,20.56
2016/04/16 12:02:43,20.50
2016/04/16 12:02:56,20.56
2016/04/16 12:02:59,20.50
2016/04/16 12:03:04,20.56
2016/04/16 12:03:10,20.50
2016/04/16 12:03:39,20.56
2016/04/16 12:03:42,20.50
2016/04/16 12:03:47,20.56
2016/04/16 12:03:51,20.50
2016/04/16 12:03:59,20.56
2016/04/16 12:04:04,20.50
2016/04/16 12:04:23,20.56
2016/04/16 12:04:26,20.50
2016/04/16 12:04:50,20.56
2016/04/16 12:04:55,20.50
2016/04/16 12:05:06,20.56
2016/04/16 12:05:10,20.50
2016/04/16 12:05:32,20.56
2016/04/16 12:05:37,20.50
2016/04/16 12:06:05,20.56
2016/04/16 12:06:08,20.50
2016/04/16 12:06:19,20.56
2016/04/16 12:06:22,20.50
2016/04/16 12:06:45,20.56
2016/04/16 12:06:48,20.50
2016/04/16 12:06:59,20.56
2016/04/16 12:07:03,20.50
2016/04/16 12:07:28,20.56
2016/04/16 12:07:32,20.50
2016/04/16 12:07:38,20.56
2016/04/16 12:07:41,20.50
2016/04/16 12:08:49,20.56
2016/04/16 12:08:52,20.50
2016/04/16 12:09:02,20.56
2016/04/16 12:09:05,20.50
2016/04/16 12:09:26,20.56
2016/04/16 12:09:29,20.50
2016/04/16 12:10:16,20.56
2016/04/16 12:10:19,20.50
2016/04/16 12:10:53,20.56
2016/04/16 12:10:57,20.50
2016/04/16 12:11:56,20.56
2016/04/16 12:11:59,20.50
2016/04/16 12:13:44,20.56
2016/04/16 12:13:48,20.50
2016/04/16 12:14:46,20.56
2016/04/16 12:14:51,20.50
2016/04/16 12:14:54,20.56
2016/04/16 12:17:50,20.50
2016/04/16 12:17:54,20.56
2016/04/16 12:17:59,20.50
2016/04/16 12:18:04,20.56
2016/04/16 12:18:14,20.50
2016/04/16 12:18:20,20.56
2016/04/16 12:18:28,20.50
2016/04/16 12:18:32,20.56
2016/04/16 12:18:43,20.50
2016/04/16 12:18:51,20.56
2016/04/16 12:18:59,20.50
2016/04/16 12:19:04,20.56
2016/04/16 12:19:11,20.50
2016/04/16 12:19:14,20.56
2016/04/16 12:19:17,20.50
2016/04/16 12:19:22,20.56
2016/04/16 12:19:32,20.50
2016/04/16 12:20:10,20.56
2016/04/16 12:20:14,20.50
2016/04/16 12:22:04,20.56
2016/04/16 12:22:07,20.50
2016/04/16 12:23:57,20.44
2016/04/16 12:24:00,20.50
2016/04/16 12:24:26,20.44
2016/04/16 12:24:29,20.50
2016/04/16 12:24:53,20.44
2016/04/16 12:24:56,20.50
2016/04/16 12:25:06,20.44
2016/04/16 12:25:09,20.50
2016/04/16 12:25:18,20.44
2016/04/16 12:25:21,20.50
2016/04/16 12:25:31,20.44
2016/04/16 12:25:34,20.50
2016/04/16 12:25:45,20.44
2016/04/16 12:25:48,20.50
2016/04/16 12:26:01,20.44
2016/04/16 12:26:05,20.50
2016/04/16 12:26:14,20.44
2016/04/16 12:26:24,20.50
2016/04/16 12:26:29,20.44
2016/04/16 12:26:37,20.50
2016/04/16 12:26:42,20.44
2016/04/16 12:26:53,20.50
2016/04/16 12:27:01,20.44
2016/04/16 12:27:08,20.50
2016/04/16 12:27:13,20.44
2016/04/16 12:27:21,20.50
2016/04/16 12:27:27,20.44
2016/04/16 12:27:35,20.50
2016/04/16 12:27:40,20.44
2016/04/16 12:27:48,20.50
2016/04/16 12:27:58,20.44
2016/04/16 12:28:17,20.50
2016/04/16 12:28:21,20.44
2016/04/16 12:28:30,20.50
2016/04/16 12:28:34,20.44
2016/04/16 12:28:48,20.50
2016/04/16 12:28:51,20.44
2016/04/16 12:29:16,20.50
2016/04/16 12:29:19,20.44
2016/04/16 12:30:25,20.50
2016/04/16 12:30:28,20.44
2016/04/16 12:31:02,20.50
2016/04/16 12:31:06,20.44
2016/04/16 12:35:22,20.38
2016/04/16 12:35:26,20.44
2016/04/16 12:36:06,20.38
2016/04/16 12:36:09,20.44
2016/04/16 12:37:51,20.38
2016/04/16 12:37:54,20.44
2016/04/16 12:38:25,20.38
2016/04/16 12:38:28,20.44
2016/04/16 12:39:13,20.38
2016/04/16 12:39:17,20.44
2016/04/16 12:39:55,20.38
2016/04/16 12:39:59,20.44
2016/04/16 12:40:12,20.38
2016/04/16 12:40:15,20.44
2016/04/16 12:40:26,20.38
2016/04/16 12:40:31,20.44
2016/04/16 12:40:41,20.38
2016/04/16 12:40:46,20.44
2016/04/16 12:40:54,20.38
2016/04/16 12:40:59,20.44
2016/04/16 12:41:02,20.38
2016/04/16 12:41:05,20.44
2016/04/16 12:41:15,20.38
2016/04/16 12:41:25,20.44
2016/04/16 12:41:34,20.38
2016/04/16 12:41:38,20.44
2016/04/16 12:41:46,20.38
2016/04/16 12:41:49,20.44
2016/04/16 12:41:52,20.38
2016/04/16 12:41:55,20.44
2016/04/16 12:41:59,20.38
2016/04/16 12:42:02,20.44
2016/04/16 12:42:05,20.38
2016/04/16 12:42:08,20.44
2016/04/16 12:42:23,20.38
2016/04/16 12:42:29,20.44
2016/04/16 12:42:36,20.38
2016/04/16 12:42:41,20.44
2016/04/16 12:42:46,20.38
2016/04/16 12:42:51,20.44
2016/04/16 12:42:55,20.38
2016/04/16 12:43:00,20.44
2016/04/16 12:43:08,20.38
2016/04/16 12:43:12,20.44
2016/04/16 12:43:17,20.38
2016/04/16 12:43:28,20.44
2016/04/16 12:43:34,20.38
2016/04/16 12:43:41,20.44
2016/04/16 12:43:44,20.38
2016/04/16 12:43:57,20.44
2016/04/16 12:44:00,20.38
2016/04/16 12:44:04,20.44
2016/04/16 12:44:07,20.38
2016/04/16 12:44:13,20.44
2016/04/16 12:44:17,20.38
2016/04/16 12:44:38,20.44
2016/04/16 12:44:41,20.38
2016/04/16 12:45:18,20.44
2016/04/16 12:45:21,20.38
2016/04/16 12:45:37,20.44
2016/04/16 12:45:41,20.38
2016/04/16 12:45:49,20.44
2016/04/16 12:45:54,20.38
2016/04/16 12:46:02,20.44
2016/04/16 12:46:07,20.38
2016/04/16 12:46:19,20.44
2016/04/16 12:46:23,20.38
2016/04/16 12:46:58,20.44
2016/04/16 12:47:02,20.38
2016/04/16 12:49:20,20.44
2016/04/16 12:49:24,20.38
2016/04/16 12:50:36,20.44
2016/04/16 12:50:40,20.38
2016/04/16 13:02:22,20.31
2016/04/16 13:02:27,20.38
2016/04/16 13:02:54,20.31
2016/04/16 13:02:57,20.38
2016/04/16 13:04:15,20.31
2016/04/16 13:04:21,20.38
2016/04/16 13:04:26,20.31
2016/04/16 13:04:31,20.38
2016/04/16 13:04:58,20.31
2016/04/16 13:05:05,20.38
2016/04/16 13:05:13,20.31
2016/04/16 13:05:16,20.38
2016/04/16 13:05:31,20.31
2016/04/16 13:05:34,20.38
2016/04/16 13:05:47,20.31
2016/04/16 13:05:50,20.38
2016/04/16 13:06:06,20.31
2016/04/16 13:06:13,20.38
2016/04/16 13:06:27,20.31
2016/04/16 13:06:30,20.38
2016/04/16 13:06:38,20.31
2016/04/16 13:06:42,20.38
2016/04/16 13:06:50,20.31
2016/04/16 13:06:53,20.38
2016/04/16 13:07:08,20.31
2016/04/16 13:07:14,20.38
2016/04/16 13:07:21,20.31
2016/04/16 13:07:29,20.38
2016/04/16 13:07:37,20.31
2016/04/16 13:07:42,20.38
2016/04/16 13:07:54,20.31
2016/04/16 13:07:59,20.38
2016/04/16 13:08:06,20.31
2016/04/16 13:08:11,20.38
2016/04/16 13:08:14,20.31
2016/04/16 13:08:20,20.38
2016/04/16 13:08:24,20.31
2016/04/16 13:08:27,20.38
2016/04/16 13:08:37,20.31
2016/04/16 13:08:43,20.38
2016/04/16 13:08:50,20.31
2016/04/16 13:08:53,20.38
2016/04/16 13:08:58,20.31
2016/04/16 13:09:07,20.38
2016/04/16 13:09:25,20.31
2016/04/16 13:09:33,20.38
2016/04/16 13:09:44,20.31
2016/04/16 13:09:48,20.38
2016/04/16 13:09:57,20.31
2016/04/16 13:10:04,20.38
2016/04/16 13:10:07,20.31
