Data,Temperatura
2016/04/19 01:08:43,20.50
2016/04/19 01:08:56,20.56
2016/04/19 01:08:59,20.50
2016/04/19 01:09:12,20.56
2016/04/19 01:09:15,20.50
2016/04/19 01:09:30,20.56
2016/04/19 01:09:33,20.50
2016/04/19 01:09:44,20.56
2016/04/19 01:09:49,20.50
2016/04/19 01:10:24,20.56
2016/04/19 01:10:28,20.50
2016/04/19 01:11:56,20.56
2016/04/19 01:12:00,20.50
2016/04/19 01:13:28,20.56
2016/04/19 01:13:31,20.50
2016/04/19 01:15:05,20.56
2016/04/19 01:15:08,20.50
2016/04/19 01:26:10,20.56
2016/04/19 01:26:13,20.50
2016/04/19 01:27:38,20.56
2016/04/19 01:27:42,20.50
2016/04/19 01:30:51,20.56
2016/04/19 01:30:54,20.50
2016/04/19 01:33:55,20.56
2016/04/19 01:33:58,20.50
2016/04/19 01:34:30,20.56
2016/04/19 01:34:33,20.50
2016/04/19 01:38:26,20.56
2016/04/19 01:38:29,20.50
2016/04/19 01:42:00,20.56
2016/04/19 01:42:04,20.50
2016/04/19 02:08:12,20.44
2016/04/19 02:08:15,20.50
2016/04/19 02:12:18,20.44
2016/04/19 02:12:21,20.50
2016/04/19 02:13:53,20.44
2016/04/19 02:13:56,20.50
2016/04/19 02:15:04,20.44
2016/04/19 02:15:07,20.50
2016/04/19 02:16:03,20.44
2016/04/19 02:16:08,20.50
2016/04/19 02:16:23,20.44
2016/04/19 02:16:26,20.50
2016/04/19 02:17:29,20.44
2016/04/19 02:17:32,20.50
2016/04/19 02:18:19,20.44
2016/04/19 02:18:22,20.50
2016/04/19 02:21:30,20.44
2016/04/19 02:21:34,20.50
2016/04/19 02:22:07,20.44
2016/04/19 02:22:11,20.50
2016/04/19 02:22:35,20.44
2016/04/19 02:22:38,20.50
2016/04/19 02:23:20,20.44
2016/04/19 02:23:23,20.50
2016/04/19 02:24:21,20.44
2016/04/19 02:24:24,20.50
2016/04/19 02:24:44,20.44
2016/04/19 02:24:49,20.50
2016/04/19 02:25:42,20.44
2016/04/19 02:25:47,20.50
2016/04/19 02:26:46,20.44
2016/04/19 02:26:50,20.50
2016/04/19 02:26:55,20.44
2016/04/19 02:26:58,20.50
2016/04/19 02:27:16,20.44
2016/04/19 02:27:19,20.50
2016/04/19 02:28:55,20.44
2016/04/19 02:28:59,20.50
2016/04/19 02:30:31,20.44
2016/04/19 02:30:34,20.50
2016/04/19 02:30:45,20.44
2016/04/19 02:30:50,20.50
2016/04/19 02:31:22,20.44
2016/04/19 02:31:26,20.50
2016/04/19 02:31:38,20.44
2016/04/19 02:31:42,20.50
2016/04/19 02:32:01,20.44
2016/04/19 02:32:04,20.50
2016/04/19 02:32:32,20.44
2016/04/19 02:32:35,20.50
2016/04/19 02:32:53,20.44
2016/04/19 02:32:56,20.50
2016/04/19 02:33:22,20.44
2016/04/19 02:33:25,20.50
2016/04/19 02:33:43,20.44
2016/04/19 02:33:46,20.50
2016/04/19 02:34:01,20.44
2016/04/19 02:34:04,20.50
2016/04/19 02:34:26,20.44
2016/04/19 02:34:30,20.50
2016/04/19 02:34:49,20.44
2016/04/19 02:34:52,20.50
2016/04/19 02:34:55,20.44
2016/04/19 02:34:59,20.50
2016/04/19 02:35:41,20.44
2016/04/19 02:35:44,20.50
2016/04/19 02:36:06,20.44
2016/04/19 02:36:10,20.50
2016/04/19 02:36:48,20.44
2016/04/19 02:36:53,20.50
2016/04/19 02:37:01,20.44
2016/04/19 02:37:06,20.50
2016/04/19 02:37:32,20.44
2016/04/19 02:37:35,20.50
2016/04/19 02:37:58,20.44
2016/04/19 02:38:01,20.50
2016/04/19 02:38:19,20.44
2016/04/19 02:38:22,20.50
2016/04/19 02:38:48,20.44
2016/04/19 02:38:53,20.50
2016/04/19 02:39:41,20.44
2016/04/19 02:39:44,20.50
2016/04/19 02:40:41,20.44
2016/04/19 02:40:44,20.50
2016/04/19 02:41:02,20.44
2016/04/19 02:41:05,20.50
2016/04/19 02:41:24,20.44
2016/04/19 02:41:28,20.50
2016/04/19 02:41:53,20.44
2016/04/19 02:41:57,20.50
2016/04/19 02:42:13,20.44
2016/04/19 02:42:18,20.50
2016/04/19 02:42:48,20.44
2016/04/19 02:42:53,20.50
2016/04/19 02:43:19,20.44
2016/04/19 02:43:22,20.50
2016/04/19 02:43:30,20.44
2016/04/19 02:43:34,20.50
2016/04/19 02:43:50,20.44
2016/04/19 02:43:53,20.50
2016/04/19 02:44:12,20.44
2016/04/19 02:44:17,20.50
2016/04/19 02:44:35,20.44
2016/04/19 02:44:38,20.50
2016/04/19 02:45:10,20.44
2016/04/19 02:45:14,20.50
2016/04/19 02:45:18,20.44
2016/04/19 02:45:23,20.50
2016/04/19 02:45:30,20.44
2016/04/19 02:45:33,20.50
2016/04/19 02:45:38,20.44
2016/04/19 02:45:43,20.50
2016/04/19 02:45:49,20.44
2016/04/19 02:45:52,20.50
2016/04/19 02:46:04,20.44
2016/04/19 02:46:07,20.50
2016/04/19 02:46:23,20.44
2016/04/19 02:46:28,20.50
2016/04/19 02:46:33,20.44
2016/04/19 02:46:38,20.50
2016/04/19 02:46:44,20.44
2016/04/19 02:46:54,20.50
2016/04/19 02:47:04,20.44
2016/04/19 02:47:09,20.50
2016/04/19 02:47:25,20.44
2016/04/19 02:47:30,20.50
2016/04/19 02:47:41,20.44
2016/04/19 02:47:46,20.50
2016/04/19 02:47:54,20.44
2016/04/19 02:47:59,20.50
2016/04/19 02:48:21,20.44
2016/04/19 02:48:26,20.50
2016/04/19 02:48:39,20.44
2016/04/19 02:48:42,20.50
2016/04/19 02:49:10,20.44
2016/04/19 02:49:13,20.50
2016/04/19 02:49:31,20.44
2016/04/19 02:49:34,20.50
2016/04/19 02:49:58,20.44
2016/04/19 02:50:04,20.50
2016/04/19 02:50:17,20.44
2016/04/19 02:50:21,20.50
2016/04/19 02:50:32,20.44
2016/04/19 02:50:37,20.50
2016/04/19 02:50:50,20.44
2016/04/19 02:50:53,20.50
2016/04/19 02:51:14,20.44
2016/04/19 02:51:17,20.50
2016/04/19 02:51:25,20.44
2016/04/19 02:51:29,20.50
2016/04/19 02:51:51,20.44
2016/04/19 02:51:54,20.50
2016/04/19 02:52:15,20.44
2016/04/19 02:52:22,20.50
2016/04/19 02:52:51,20.44
2016/04/19 02:52:54,20.50
2016/04/19 02:53:25,20.44
2016/04/19 02:53:28,20.50
2016/04/19 02:53:38,20.44
2016/04/19 02:53:43,20.50
2016/04/19 02:53:52,20.44
2016/04/19 02:53:59,20.50
2016/04/19 02:54:07,20.44
2016/04/19 02:54:12,20.50
2016/04/19 02:54:26,20.44
2016/04/19 02:54:29,20.50
2016/04/19 02:54:34,20.44
2016/04/19 02:54:41,20.50
2016/04/19 02:54:46,20.44
2016/04/19 02:54:51,20.50
2016/04/19 02:55:02,20.44
2016/04/19 02:55:05,20.50
2016/04/19 02:55:10,20.44
2016/04/19 02:55:13,20.50
2016/04/19 02:55:23,20.44
2016/04/19 02:55:26,20.50
2016/04/19 02:55:36,20.44
2016/04/19 02:55:39,20.50
2016/04/19 02:55:42,20.44
2016/04/19 02:55:47,20.50
2016/04/19 02:55:54,20.44
2016/04/19 02:55:59,20.50
2016/04/19 02:56:03,20.44
2016/04/19 02:56:08,20.50
2016/04/19 02:56:15,20.44
2016/04/19 02:56:18,20.50
2016/04/19 02:56:34,20.44
2016/04/19 02:56:39,20.50
2016/04/19 02:56:46,20.44
2016/04/19 02:56:49,20.50
2016/04/19 02:56:54,20.44
2016/04/19 02:56:57,20.50
2016/04/19 02:57:21,20.44
2016/04/19 02:57:24,20.50
2016/04/19 02:57:57,20.44
2016/04/19 02:58:00,20.50
2016/04/19 02:58:11,20.44
2016/04/19 02:58:16,20.50
2016/04/19 02:58:40,20.44
2016/04/19 02:58:45,20.50
2016/04/19 02:58:53,20.44
2016/04/19 02:58:56,20.50
2016/04/19 02:59:09,20.44
2016/04/19 02:59:13,20.50
2016/04/19 02:59:24,20.44
2016/04/19 02:59:27,20.50
2016/04/19 02:59:32,20.44
2016/04/19 02:59:38,20.50
2016/04/19 02:59:47,20.44
2016/04/19 02:59:51,20.50
2016/04/19 03:00:01,20.44
2016/04/19 03:00:08,20.50
2016/04/19 03:00:27,20.44
2016/04/19 03:00:30,20.50
2016/04/19 03:00:37,20.44
2016/04/19 03:00:42,20.50
2016/04/19 03:00:50,20.44
2016/04/19 03:00:53,20.50
2016/04/19 03:01:09,20.44
2016/04/19 03:01:14,20.50
2016/04/19 03:01:20,20.44
2016/04/19 03:01:25,20.50
2016/04/19 03:01:40,20.44
2016/04/19 03:01:48,20.50
2016/04/19 03:02:02,20.44
2016/04/19 03:02:10,20.50
2016/04/19 03:02:17,20.44
2016/04/19 03:02:22,20.50
2016/04/19 03:02:26,20.44
2016/04/19 03:02:30,20.50
2016/04/19 03:02:35,20.44
2016/04/19 03:02:38,20.50
2016/04/19 03:02:47,20.44
2016/04/19 03:02:52,20.50
2016/04/19 03:02:55,20.44
2016/04/19 03:03:02,20.50
2016/04/19 03:03:13,20.44
2016/04/19 03:03:20,20.50
2016/04/19 03:03:25,20.44
2016/04/19 03:03:28,20.50
2016/04/19 03:03:41,20.44
2016/04/19 03:03:46,20.50
2016/04/19 03:03:50,20.44
2016/04/19 03:03:55,20.50
2016/04/19 03:04:02,20.44
2016/04/19 03:04:08,20.50
2016/04/19 03:04:11,20.44
2016/04/19 03:04:34,20.50
2016/04/19 03:04:40,20.44
2016/04/19 03:04:53,20.50
2016/04/19 03:04:57,20.44
2016/04/19 03:05:03,20.50
2016/04/19 03:05:08,20.44
2016/04/19 03:05:21,20.50
2016/04/19 03:05:29,20.44
2016/04/19 03:05:34,20.50
2016/04/19 03:05:37,20.44
2016/04/19 03:05:43,20.50
2016/04/19 03:05:50,20.44
2016/04/19 03:05:55,20.50
2016/04/19 03:05:58,20.44
2016/04/19 03:06:04,20.50
2016/04/19 03:06:11,20.44
2016/04/19 03:06:14,20.50
2016/04/19 03:06:21,20.44
2016/04/19 03:06:25,20.50
2016/04/19 03:06:33,20.44
2016/04/19 03:06:40,20.50
2016/04/19 03:06:56,20.44
2016/04/19 03:06:59,20.50
2016/04/19 03:07:06,20.44
2016/04/19 03:07:09,20.50
2016/04/19 03:07:19,20.44
2016/04/19 03:07:25,20.50
2016/04/19 03:07:30,20.44
2016/04/19 03:07:40,20.50
2016/04/19 03:07:43,20.44
2016/04/19 03:07:48,20.50
2016/04/19 03:08:05,20.44
2016/04/19 03:08:09,20.50
2016/04/19 03:08:17,20.44
2016/04/19 03:08:23,20.50
2016/04/19 03:08:26,20.44
2016/04/19 03:08:31,20.50
2016/04/19 03:08:38,20.44
2016/04/19 03:08:46,20.50
2016/04/19 03:08:52,20.44
2016/04/19 03:08:57,20.50
2016/04/19 03:09:00,20.44
2016/04/19 03:09:10,20.50
2016/04/19 03:09:23,20.44
2016/04/19 03:09:33,20.50
2016/04/19 03:09:36,20.44
2016/04/19 03:09:42,20.50
2016/04/19 03:10:00,20.44
2016/04/19 03:10:05,20.50
2016/04/19 03:10:10,20.44
2016/04/19 03:10:18,20.50
2016/04/19 03:10:31,20.44
2016/04/19 03:10:34,20.50
2016/04/19 03:10:39,20.44
2016/04/19 03:10:47,20.50
2016/04/19 03:10:52,20.44
2016/04/19 03:11:06,20.50
2016/04/19 03:11:13,20.44
2016/04/19 03:11:29,20.50
2016/04/19 03:11:34,20.44
2016/04/19 03:11:42,20.50
2016/04/19 03:11:45,20.44
2016/04/19 03:11:48,20.50
2016/04/19 03:11:53,20.44
2016/04/19 03:12:03,20.50
2016/04/19 03:12:09,20.44
2016/04/19 03:12:16,20.50
2016/04/19 03:12:27,20.44
2016/04/19 03:12:35,20.50
2016/04/19 03:12:47,20.44
2016/04/19 03:12:51,20.50
2016/04/19 03:12:56,20.44
2016/04/19 03:13:01,20.50
2016/04/19 03:13:08,20.44
2016/04/19 03:13:12,20.50
2016/04/19 03:13:25,20.44
2016/04/19 03:13:30,20.50
2016/04/19 03:13:37,20.44
2016/04/19 03:13:40,20.50
2016/04/19 03:13:50,20.44
2016/04/19 03:14:01,20.50
2016/04/19 03:14:04,20.44
2016/04/19 03:14:11,20.50
2016/04/19 03:14:14,20.44
2016/04/19 03:14:24,20.50
2016/04/19 03:14:32,20.44
2016/04/19 03:14:35,20.50
2016/04/19 03:14:45,20.44
2016/04/19 03:14:51,20.50
2016/04/19 03:14:56,20.44
2016/04/19 03:15:06,20.50
2016/04/19 03:15:12,20.44
2016/04/19 03:15:17,20.50
2016/04/19 03:15:22,20.44
2016/04/19 03:15:28,20.50
2016/04/19 03:15:38,20.44
2016/04/19 03:15:45,20.50
2016/04/19 03:15:49,20.44
2016/04/19 03:15:53,20.50
2016/04/19 03:15:56,20.44
2016/04/19 03:16:04,20.50
2016/04/19 03:16:07,20.44
2016/04/19 03:16:19,20.50
2016/04/19 03:16:22,20.44
2016/04/19 03:16:28,20.50
2016/04/19 03:16:32,20.44
2016/04/19 03:16:35,20.50
2016/04/19 03:16:40,20.44
2016/04/19 03:16:43,20.50
2016/04/19 03:16:53,20.44
2016/04/19 03:16:57,20.50
2016/04/19 03:17:06,20.44
2016/04/19 03:17:12,20.50
2016/04/19 03:17:18,20.44
2016/04/19 03:17:22,20.50
2016/04/19 03:17:28,20.44
2016/04/19 03:17:35,20.50
2016/04/19 03:17:44,20.44
2016/04/19 03:17:52,20.50
2016/04/19 03:17:56,20.44
2016/04/19 03:18:02,20.50
2016/04/19 03:18:05,20.44
2016/04/19 03:18:15,20.50
2016/04/19 03:18:18,20.44
2016/04/19 03:18:38,20.50
2016/04/19 03:18:43,20.44
2016/04/19 03:18:55,20.50
2016/04/19 03:18:59,20.44
2016/04/19 03:19:07,20.50
2016/04/19 03:19:10,20.44
2016/04/19 03:19:13,20.50
2016/04/19 03:19:26,20.44
2016/04/19 03:19:36,20.50
2016/04/19 03:19:41,20.44
2016/04/19 03:19:54,20.50
2016/04/19 03:19:59,20.44
2016/04/19 03:20:02,20.50
2016/04/19 03:20:08,20.44
2016/04/19 03:20:18,20.50
2016/04/19 03:20:21,20.44
2016/04/19 03:20:26,20.50
2016/04/19 03:20:31,20.44
2016/04/19 03:20:39,20.50
2016/04/19 03:20:49,20.44
2016/04/19 03:21:08,20.50
2016/04/19 03:21:16,20.44
2016/04/19 03:21:32,20.50
2016/04/19 03:21:36,20.44
2016/04/19 03:21:47,20.50
2016/04/19 03:21:52,20.44
2016/04/19 03:22:02,20.50
2016/04/19 03:22:05,20.44
2016/04/19 03:22:08,20.50
2016/04/19 03:22:15,20.44
2016/04/19 03:22:44,20.50
2016/04/19 03:22:48,20.44
2016/04/19 03:22:58,20.50
2016/04/19 03:23:03,20.44
2016/04/19 03:23:11,20.50
2016/04/19 03:23:18,20.44
2016/04/19 03:23:21,20.50
2016/04/19 03:23:26,20.44
2016/04/19 03:23:39,20.50
2016/04/19 03:23:44,20.44
2016/04/19 03:23:52,20.50
2016/04/19 03:23:57,20.44
2016/04/19 03:24:01,20.50
2016/04/19 03:24:08,20.44
2016/04/19 03:24:35,20.50
2016/04/19 03:24:42,20.44
2016/04/19 03:25:16,20.50
2016/04/19 03:25:19,20.44
2016/04/19 03:25:27,20.50
2016/04/19 03:25:30,20.44
2016/04/19 03:25:50,20.50
2016/04/19 03:25:53,20.44
2016/04/19 03:26:07,20.50
2016/04/19 03:26:14,20.44
2016/04/19 03:26:20,20.50
2016/04/19 03:26:27,20.44
2016/04/19 03:26:40,20.50
2016/04/19 03:26:43,20.44
2016/04/19 03:26:48,20.50
2016/04/19 03:26:51,20.44
2016/04/19 03:27:30,20.50
2016/04/19 03:27:33,20.44
2016/04/19 03:27:49,20.50
2016/04/19 03:27:56,20.44
2016/04/19 03:28:23,20.50
2016/04/19 03:28:28,20.44
2016/04/19 03:28:48,20.50
2016/04/19 03:28:52,20.44
2016/04/19 03:29:01,20.50
2016/04/19 03:29:04,20.44
2016/04/19 03:29:13,20.50
2016/04/19 03:29:17,20.44
2016/04/19 03:29:28,20.50
2016/04/19 03:29:35,20.44
2016/04/19 03:29:44,20.50
2016/04/19 03:29:49,20.44
2016/04/19 03:30:17,20.50
2016/04/19 03:30:20,20.44
2016/04/19 03:30:30,20.50
2016/04/19 03:30:39,20.44
2016/04/19 03:31:08,20.50
2016/04/19 03:31:12,20.44
2016/04/19 03:31:18,20.50
2016/04/19 03:31:25,20.44
2016/04/19 03:31:57,20.50
2016/04/19 03:32:00,20.44
2016/04/19 03:32:11,20.50
2016/04/19 03:32:15,20.44
2016/04/19 03:32:31,20.50
2016/04/19 03:32:34,20.44
2016/04/19 03:32:57,20.50
2016/04/19 03:33:00,20.44
2016/04/19 03:33:27,20.50
2016/04/19 03:33:32,20.44
2016/04/19 03:33:44,20.50
2016/04/19 03:33:50,20.44
2016/04/19 03:34:06,20.50
2016/04/19 03:34:09,20.44
2016/04/19 03:34:26,20.50
2016/04/19 03:34:29,20.44
2016/04/19 03:34:53,20.50
2016/04/19 03:34:56,20.44
2016/04/19 03:35:14,20.50
2016/04/19 03:35:17,20.44
2016/04/19 03:35:21,20.50
2016/04/19 03:35:24,20.44
2016/04/19 03:35:43,20.50
2016/04/19 03:35:46,20.44
2016/04/19 03:36:06,20.50
2016/04/19 03:36:11,20.44
2016/04/19 03:36:51,20.50
2016/04/19 03:36:54,20.44
2016/04/19 03:37:20,20.50
2016/04/19 03:37:23,20.44
2016/04/19 03:37:40,20.50
2016/04/19 03:37:44,20.44
2016/04/19 03:38:41,20.50
2016/04/19 03:38:46,20.44
2016/04/19 03:39:10,20.50
2016/04/19 03:39:13,20.44
2016/04/19 03:39:23,20.50
2016/04/19 03:39:26,20.44
2016/04/19 03:40:02,20.50
2016/04/19 03:40:05,20.44
2016/04/19 03:40:15,20.50
2016/04/19 03:40:18,20.44
2016/04/19 03:41:19,20.50
2016/04/19 03:41:22,20.44
2016/04/19 03:42:37,20.50
2016/04/19 03:42:40,20.44
2016/04/19 03:43:06,20.50
2016/04/19 03:43:09,20.44
2016/04/19 03:43:27,20.50
2016/04/19 03:43:30,20.44
2016/04/19 03:43:41,20.50
2016/04/19 03:43:45,20.44
2016/04/19 03:44:09,20.50
2016/04/19 03:44:12,20.44
2016/04/19 03:45:31,20.50
2016/04/19 03:45:34,20.44
2016/04/19 03:47:03,20.50
2016/04/19 03:47:06,20.44
2016/04/19 03:47:35,20.50
2016/04/19 03:47:39,20.44
2016/04/19 03:47:47,20.50
2016/04/19 03:47:50,20.44
2016/04/19 03:48:48,20.50
2016/04/19 03:48:51,20.44
2016/04/19 03:49:22,20.50
2016/04/19 03:49:25,20.44
2016/04/19 03:50:48,20.50
2016/04/19 03:50:51,20.44
2016/04/19 03:51:46,20.50
2016/04/19 03:51:49,20.44
2016/04/19 03:53:52,20.50
2016/04/19 03:53:55,20.44
2016/04/19 03:55:07,20.50
2016/04/19 03:55:11,20.44
2016/04/19 03:58:05,20.50
2016/04/19 03:58:08,20.44
2016/04/19 03:59:30,20.50
2016/04/19 03:59:34,20.44
2016/04/19 04:01:01,20.50
2016/04/19 04:01:04,20.44
2016/04/19 04:01:28,20.50
2016/04/19 04:01:31,20.44
2016/04/19 04:02:08,20.50
2016/04/19 04:02:12,20.44
2016/04/19 04:02:58,20.50
2016/04/19 04:03:02,20.44
2016/04/19 04:03:47,20.50
2016/04/19 04:03:50,20.44
2016/04/19 04:06:37,20.50
2016/04/19 04:06:40,20.44
2016/04/19 04:08:18,20.50
2016/04/19 04:08:22,20.44
2016/04/19 04:09:58,20.50
2016/04/19 04:10:01,20.44
2016/04/19 04:26:08,20.38
2016/04/19 04:26:12,20.44
2016/04/19 04:26:52,20.38
2016/04/19 04:26:55,20.44
2016/04/19 04:27:26,20.38
2016/04/19 04:27:31,20.44
2016/04/19 04:28:14,20.38
2016/04/19 04:28:18,20.44
2016/04/19 04:28:26,20.38
2016/04/19 04:28:29,20.44
2016/04/19 04:29:04,20.38
2016/04/19 04:29:09,20.44
2016/04/19 04:29:27,20.38
2016/04/19 04:29:30,20.44
2016/04/19 04:29:59,20.38
2016/04/19 04:30:03,20.44
2016/04/19 04:30:46,20.38
2016/04/19 04:30:49,20.44
2016/04/19 04:31:17,20.38
2016/04/19 04:31:20,20.44
2016/04/19 04:31:28,20.38
2016/04/19 04:31:35,20.44
2016/04/19 04:32:00,20.38
2016/04/19 04:32:04,20.44
2016/04/19 04:32:33,20.38
2016/04/19 04:32:36,20.44
2016/04/19 04:32:44,20.38
2016/04/19 04:32:47,20.44
2016/04/19 04:33:07,20.38
2016/04/19 04:33:12,20.44
2016/04/19 04:33:23,20.38
2016/04/19 04:33:26,20.44
2016/04/19 04:33:54,20.38
2016/04/19 04:33:57,20.44
2016/04/19 04:35:05,20.38
2016/04/19 04:35:08,20.44
2016/04/19 04:35:16,20.38
2016/04/19 04:35:19,20.44
2016/04/19 04:35:31,20.38
2016/04/19 04:35:34,20.44
2016/04/19 04:36:14,20.38
2016/04/19 04:36:17,20.44
2016/04/19 04:36:48,20.38
2016/04/19 04:36:53,20.44
2016/04/19 04:37:22,20.38
2016/04/19 04:37:25,20.44
2016/04/19 04:38:01,20.38
2016/04/19 04:38:04,20.44
2016/04/19 04:38:09,20.38
2016/04/19 04:38:14,20.44
2016/04/19 04:38:19,20.38
2016/04/19 04:38:22,20.44
2016/04/19 04:38:27,20.38
2016/04/19 04:38:30,20.44
2016/04/19 04:38:33,20.38
2016/04/19 04:38:36,20.44
2016/04/19 04:38:41,20.38
2016/04/19 04:38:46,20.44
2016/04/19 04:39:17,20.38
2016/04/19 04:39:22,20.44
2016/04/19 04:40:07,20.38
2016/04/19 04:40:12,20.44
2016/04/19 04:40:38,20.38
2016/04/19 04:40:41,20.44
2016/04/19 04:40:52,20.38
2016/04/19 04:40:57,20.44
2016/04/19 04:41:05,20.38
2016/04/19 04:41:08,20.44
2016/04/19 04:41:18,20.38
2016/04/19 04:41:23,20.44
2016/04/19 04:41:26,20.38
2016/04/19 04:41:29,20.44
2016/04/19 04:41:49,20.38
2016/04/19 04:41:58,20.44
2016/04/19 04:42:10,20.38
2016/04/19 04:42:18,20.44
2016/04/19 04:42:23,20.38
2016/04/19 04:42:31,20.44
2016/04/19 04:42:34,20.38
2016/04/19 04:42:39,20.44
2016/04/19 04:42:44,20.38
2016/04/19 04:42:52,20.44
2016/04/19 04:42:58,20.38
2016/04/19 04:43:03,20.44
2016/04/19 04:43:23,20.38
2016/04/19 04:43:27,20.44
2016/04/19 04:43:31,20.38
2016/04/19 04:43:36,20.44
2016/04/19 04:43:39,20.38
2016/04/19 04:43:42,20.44
2016/04/19 04:43:55,20.38
2016/04/19 04:44:00,20.44
2016/04/19 04:44:06,20.38
2016/04/19 04:44:14,20.44
2016/04/19 04:44:18,20.38
2016/04/19 04:44:29,20.44
2016/04/19 04:44:35,20.38
2016/04/19 04:44:39,20.44
2016/04/19 04:44:42,20.38
2016/04/19 04:44:50,20.44
2016/04/19 04:44:58,20.38
2016/04/19 04:45:09,20.44
2016/04/19 04:45:13,20.38
2016/04/19 04:45:37,20.44
2016/04/19 04:45:40,20.38
2016/04/19 04:45:53,20.44
2016/04/19 04:45:56,20.38
2016/04/19 04:46:08,20.44
2016/04/19 04:46:11,20.38
2016/04/19 04:46:17,20.44
2016/04/19 04:46:24,20.38
2016/04/19 04:46:40,20.44
2016/04/19 04:46:45,20.38
2016/04/19 04:47:24,20.44
2016/04/19 04:47:27,20.38
2016/04/19 04:47:30,20.44
2016/04/19 04:47:35,20.38
2016/04/19 04:47:54,20.44
2016/04/19 04:47:59,20.38
2016/04/19 04:48:11,20.44
2016/04/19 04:48:14,20.38
2016/04/19 04:48:19,20.44
2016/04/19 04:48:22,20.38
2016/04/19 04:48:40,20.44
2016/04/19 04:48:45,20.38
2016/04/19 04:48:49,20.44
2016/04/19 04:48:53,20.38
2016/04/19 04:48:57,20.44
2016/04/19 04:49:01,20.38
2016/04/19 04:49:14,20.44
2016/04/19 04:49:17,20.38
2016/04/19 04:50:05,20.44
2016/04/19 04:50:09,20.38
2016/04/19 04:50:39,20.44
2016/04/19 04:50:43,20.38
2016/04/19 04:51:07,20.44
2016/04/19 04:51:10,20.38
2016/04/19 04:51:26,20.44
2016/04/19 04:51:36,20.38
2016/04/19 04:51:55,20.44
2016/04/19 04:51:58,20.38
2016/04/19 04:52:13,20.44
2016/04/19 04:52:18,20.38
2016/04/19 04:52:31,20.44
2016/04/19 04:52:34,20.38
2016/04/19 04:52:57,20.44
2016/04/19 04:53:02,20.38
2016/04/19 04:53:11,20.44
2016/04/19 04:53:15,20.38
2016/04/19 04:53:26,20.44
2016/04/19 04:53:29,20.38
2016/04/19 04:53:52,20.44
2016/04/19 04:53:55,20.38
2016/04/19 04:54:00,20.44
2016/04/19 04:54:05,20.38
2016/04/19 04:54:24,20.44
2016/04/19 04:54:27,20.38
2016/04/19 04:55:01,20.44
2016/04/19 04:55:04,20.38
2016/04/19 04:55:38,20.44
2016/04/19 04:55:42,20.38
2016/04/19 04:56:09,20.44
2016/04/19 04:56:12,20.38
2016/04/19 04:56:49,20.44
2016/04/19 04:56:53,20.38
2016/04/19 04:57:52,20.44
2016/04/19 04:57:56,20.38
2016/04/19 04:58:41,20.44
2016/04/19 04:58:44,20.38
2016/04/19 04:59:41,20.44
2016/04/19 04:59:44,20.38
2016/04/19 05:00:06,20.44
2016/04/19 05:00:10,20.38
2016/04/19 05:00:16,20.44
2016/04/19 05:00:19,20.38
2016/04/19 05:01:09,20.44
2016/04/19 05:01:13,20.38
2016/04/19 05:02:17,20.44
2016/04/19 05:02:20,20.38
2016/04/19 05:03:52,20.44
2016/04/19 05:03:55,20.38
2016/04/19 05:05:20,20.44
2016/04/19 05:05:25,20.38
2016/04/19 05:08:23,20.44
2016/04/19 05:08:27,20.38
2016/04/19 05:09:34,20.44
2016/04/19 05:09:37,20.38
2016/04/19 05:09:42,20.44
2016/04/19 05:09:47,20.38
2016/04/19 05:09:58,20.44
2016/04/19 05:10:02,20.38
2016/04/19 05:10:29,20.44
2016/04/19 05:10:32,20.38
2016/04/19 05:10:52,20.44
2016/04/19 05:10:55,20.38
2016/04/19 05:11:13,20.44
2016/04/19 05:11:16,20.38
2016/04/19 05:11:27,20.44
2016/04/19 05:11:30,20.38
2016/04/19 05:12:48,20.44
2016/04/19 05:12:57,20.38
2016/04/19 05:13:26,20.44
2016/04/19 05:13:30,20.38
2016/04/19 05:14:42,20.44
2016/04/19 05:14:47,20.38
2016/04/19 05:15:00,20.44
2016/04/19 05:15:03,20.38
2016/04/19 05:15:35,20.44
2016/04/19 05:15:39,20.38
2016/04/19 05:15:48,20.44
2016/04/19 05:15:52,20.38
2016/04/19 05:16:01,20.44
2016/04/19 05:16:06,20.38
2016/04/19 05:16:11,20.44
2016/04/19 05:16:16,20.38
2016/04/19 05:16:22,20.44
2016/04/19 05:16:26,20.38
2016/04/19 05:16:32,20.44
2016/04/19 05:16:35,20.38
2016/04/19 05:16:53,20.44
2016/04/19 05:16:56,20.38
2016/04/19 05:17:16,20.44
2016/04/19 05:17:19,20.38
2016/04/19 05:17:43,20.44
2016/04/19 05:17:46,20.38
2016/04/19 05:18:14,20.44
2016/04/19 05:18:17,20.38
2016/04/19 05:18:43,20.44
2016/04/19 05:18:48,20.38
2016/04/19 05:19:09,20.44
2016/04/19 05:19:12,20.38
2016/04/19 05:19:49,20.44
2016/04/19 05:19:52,20.38
2016/04/19 05:19:59,20.44
2016/04/19 05:20:02,20.38
2016/04/19 05:21:34,20.44
2016/04/19 05:21:37,20.38
2016/04/19 05:23:04,20.44
2016/04/19 05:23:07,20.38
2016/04/19 05:24:12,20.44
2016/04/19 05:24:15,20.38
2016/04/19 05:25:23,20.44
2016/04/19 05:25:28,20.38
